config_id,period,active_periods,positive_rate,mean_return,median_return,compounded_return,best_period,worst_period
e6da9b503cc726,monthly,12,0.5833333333333334,0.0008215381198892294,0.002864871712560779,0.00949750498184243,0.012189398183575006,-0.013346991276391162
4da361215162fa,daily,332,0.06325301204819277,7.676126140724674e-05,0.0,0.02415947841131305,0.0183157860315748,-0.012703189728987874
4da361215162fa,weekly,48,0.2708333333333333,0.0005275479034929318,0.0,0.02415947841131305,0.0183157860315748,-0.014500582889090285
4da361215162fa,monthly,11,0.5454545454545454,0.0022859493664735176,0.0027291845476671295,0.024159478411313273,0.024403146428503497,-0.03056204283755226
ddb19fd0a68846,daily,318,0.12264150943396226,-9.124141037881316e-05,0.0,-0.03626199527427032,0.03933198832344842,-0.05025756181452279
ddb19fd0a68846,weekly,46,0.43478260869565216,-0.0006867562788659144,0.0,-0.03626199527427054,0.044889282223389726,-0.03783820386913217
ddb19fd0a68846,monthly,12,0.4166666666666667,-0.0026225726950497388,-0.014798851200483076,-0.03626199527427021,0.057019965484435,-0.04807338263364247
d9543227804c56,daily,302,0.0728476821192053,2.8560037119886772e-05,0.0,0.007088670518740292,0.028064699209769728,-0.027810579489803477
d9543227804c56,weekly,44,0.3181818181818182,0.000186019556482024,0.0,0.007088670518740514,0.028064699209769728,-0.01331846154513261
d9543227804c56,monthly,11,0.5454545454545454,0.0007149339021265739,0.0033507397970560238,0.007088670518740514,0.021492934007154796,-0.019156020216602565
e81496e0c4a377,daily,346,0.046242774566473986,0.00011026442389524639,0.0,0.03354123369929596,0.06842459567885673,-0.020415705225863112
e81496e0c4a377,weekly,51,0.2549019607843137,0.0007440931615830771,0.0,0.033541233699295736,0.06842459567885673,-0.020415705225863112
e81496e0c4a377,monthly,12,0.5,0.003027219316955441,0.0007321702988749013,0.033541233699295736,0.0686518867662782,-0.025314440061329768
8f83507b062623,daily,330,0.05757575757575758,3.875771326060953e-05,0.0,0.011434961667255328,0.0183157860315748,-0.01590800820978322
8f83507b062623,weekly,48,0.3125,0.0002611672583421598,0.0,0.011434961667255106,0.0183157860315748,-0.015003827674785586
8f83507b062623,monthly,11,0.5454545454545454,0.0011536068545055964,0.0005355596270375518,0.011434961667254662,0.030237735757874917,-0.0296174678303599
dd7ee8d88411b3,daily,341,0.06744868035190615,7.814850546829278e-05,0.0,0.0243066214199803,0.02529738641354884,-0.0232443275890597
dd7ee8d88411b3,weekly,49,0.3673469387755102,0.0005333290688773229,0.0,0.024306621419980745,0.024821048042099614,-0.019837485740500038
dd7ee8d88411b3,monthly,12,0.5833333333333334,0.002183478979259995,0.005201633460859223,0.024306621419980967,0.027838520344219297,-0.03391249922508888
