ensemble_id,size,positive_active_day_rate,positive_calendar_day_rate,active_days,total_return,max_dd,daily_sharpe,members
90560d58111e56+0c27ea5e60af99+0011595a7d28ef,3,0.6619718309859155,0.13544668587896252,71,0.014856588437410112,-0.018319788290255268,0.571582106017041,"[""90560d58111e56"", ""0c27ea5e60af99"", ""0011595a7d28ef""]"
7b12bcd0e19b02+0011595a7d28ef,2,0.6617647058823529,0.12968299711815562,68,0.03128238405015793,-0.030650534333636736,0.7257401580609321,"[""7b12bcd0e19b02"", ""0011595a7d28ef""]"
7de4db9c2df145+0011595a7d28ef+e6da9b503cc726,3,0.660377358490566,0.2017291066282421,106,0.017891873678017145,-0.022334714208311235,0.5498565645580304,"[""7de4db9c2df145"", ""0011595a7d28ef"", ""e6da9b503cc726""]"
78293b292523ea+fb584438b4e117+0011595a7d28ef,3,0.6582278481012658,0.14985590778097982,79,0.019145729160372715,-0.03861539787799295,0.6125621835298505,"[""78293b292523ea"", ""fb584438b4e117"", ""0011595a7d28ef""]"
a565c95ea659ad+6afb52531f2875+e6da9b503cc726,3,0.6557377049180327,0.11527377521613832,61,0.018757460578135987,-0.012179039421362448,0.9779855081996999,"[""a565c95ea659ad"", ""6afb52531f2875"", ""e6da9b503cc726""]"
a565c95ea659ad+0c27ea5e60af99+e6da9b503cc726,3,0.6557377049180327,0.11527377521613832,61,0.018757460578135987,-0.012179039421362448,0.9779855081996999,"[""a565c95ea659ad"", ""0c27ea5e60af99"", ""e6da9b503cc726""]"
7b12bcd0e19b02+fb584438b4e117+0011595a7d28ef,3,0.654320987654321,0.15273775216138327,81,0.02557858628397569,-0.027407851371928804,0.831612717296547,"[""7b12bcd0e19b02"", ""fb584438b4e117"", ""0011595a7d28ef""]"
c375850268f7ce+78293b292523ea+e6da9b503cc726,3,0.6533333333333333,0.14121037463976946,75,0.02293656082296791,-0.03354440363221722,0.8689993154224376,"[""c375850268f7ce"", ""78293b292523ea"", ""e6da9b503cc726""]"
c375850268f7ce+90560d58111e56+e6da9b503cc726,3,0.6507936507936508,0.11815561959654179,63,0.02161078626884194,-0.014188697453971333,1.0422396418767297,"[""c375850268f7ce"", ""90560d58111e56"", ""e6da9b503cc726""]"
7de4db9c2df145+0011595a7d28ef+d3c6e0ebd1039b,3,0.6477272727272727,0.1642651296829971,88,0.01689258239629665,-0.018415472742226657,0.5215594370668422,"[""7de4db9c2df145"", ""0011595a7d28ef"", ""d3c6e0ebd1039b""]"
78293b292523ea+fb584438b4e117+e6da9b503cc726,3,0.6447368421052632,0.14121037463976946,76,0.019615697524068,-0.030761186720127287,0.7418978634687755,"[""78293b292523ea"", ""fb584438b4e117"", ""e6da9b503cc726""]"
c375850268f7ce+7b12bcd0e19b02+e6da9b503cc726,3,0.6410256410256411,0.1440922190201729,78,0.029413109904500523,-0.021961350163034132,1.181558338854788,"[""c375850268f7ce"", ""7b12bcd0e19b02"", ""e6da9b503cc726""]"
78293b292523ea+e6da9b503cc726,2,0.640625,0.11815561959654179,64,0.022405220161817008,-0.03483379458968194,0.6200759465127169,"[""78293b292523ea"", ""e6da9b503cc726""]"
fb584438b4e117+90560d58111e56+e6da9b503cc726,3,0.640625,0.11815561959654179,64,0.018282296804497555,-0.01278245441018655,0.856109407812088,"[""fb584438b4e117"", ""90560d58111e56"", ""e6da9b503cc726""]"
fb584438b4e117+90560d58111e56+d3c6e0ebd1039b,3,0.64,0.09221902017291066,50,0.017221489030459614,-0.01976207398298513,0.7369464551776329,"[""fb584438b4e117"", ""90560d58111e56"", ""d3c6e0ebd1039b""]"
0ddaafafb62640+e6da9b503cc726,2,0.6363636363636364,0.10086455331412104,55,0.023941260500318418,-0.018187504141027877,0.9547148680428336,"[""0ddaafafb62640"", ""e6da9b503cc726""]"
