config_id,segment,cost_case,trades,trade_win_rate,profit_factor,mean_return,total_return,max_drawdown,active_days,positive_active_day_rate,calendar_days_covered,positive_calendar_day_rate,active_weeks,positive_active_week_rate,active_months,positive_active_month_rate,first_exit,last_exit
c375850268f7ce,pre,base,133,0.5864661654135338,0.947445783430942,-0.00027708575447492074,-0.04754879630913733,-0.15002150273076642,122,0.5819672131147541,1993,0.03562468640240843,95,0.6,60,0.5166666666666667,2020-01-27T12:00:00+00:00,2025-07-11T18:00:00+00:00
c375850268f7ce,oos,base,20,0.7,1.216932650202642,0.0007281721502644569,0.013832393100073226,-0.03146533230199389,18,0.7222222222222222,342,0.038011695906432746,15,0.7333333333333333,9,0.5555555555555556,2025-08-05T11:00:00+00:00,2026-07-12T07:00:00+00:00
c375850268f7ce,oos,stress,20,0.7,0.8730510475092511,-0.0004718278497355427,-0.010208839893241728,-0.03730021724250565,18,0.7222222222222222,342,0.038011695906432746,15,0.7333333333333333,9,0.5555555555555556,2025-08-05T11:00:00+00:00,2026-07-12T07:00:00+00:00
d3c6e0ebd1039b,full,base,169,0.6331360946745562,0.8743237420741554,-0.0004149082674703473,-0.07170522158526804,-0.09092291940168407,158,0.620253164556962,2365,0.04143763213530655,121,0.5454545454545454,63,0.49206349206349204,2020-01-14T10:00:00+00:00,2026-07-05T22:45:00+00:00
d3c6e0ebd1039b,pre,base,150,0.6266666666666667,0.8606895739891205,-0.0004688975151240358,-0.07152655017154697,-0.09092291940168407,139,0.6115107913669064,2012,0.04224652087475149,105,0.5333333333333333,54,0.46296296296296297,2020-01-14T10:00:00+00:00,2025-07-17T21:45:00+00:00
d3c6e0ebd1039b,oos,base,19,0.6842105263157895,1.0040544281811306,1.132263505877203e-05,-0.0001924356735825139,-0.030589802201081873,19,0.6842105263157895,349,0.03724928366762178,16,0.625,10,0.6,2025-07-22T17:15:00+00:00,2026-07-05T22:45:00+00:00
d3c6e0ebd1039b,oos,stress,19,0.6842105263157895,0.625212824741719,-0.0011886773649412276,-0.02274422874725479,-0.03411176002201011,19,0.6842105263157895,349,0.03724928366762178,16,0.625,10,0.6,2025-07-22T17:15:00+00:00,2026-07-05T22:45:00+00:00
d9543227804c56,full,base,186,0.6881720430107527,1.0683185669638915,0.0002514660586021741,0.04020391764082265,-0.09426470736670389,174,0.6781609195402298,2362,0.04995766299745978,140,0.6214285714285714,74,0.5405405405405406,2020-01-25T00:45:00+00:00,2026-07-13T19:00:00+00:00
d9543227804c56,pre,base,150,0.6933333333333334,1.085484145124178,0.0003169587153711066,0.042246564753711136,-0.09426470736670389,141,0.6808510638297872,1985,0.04836272040302267,116,0.6293103448275862,62,0.5483870967741935,2020-01-25T00:45:00+00:00,2025-07-01T19:00:00+00:00
d9543227804c56,oos,base,36,0.6666666666666666,0.9939969715776781,-2.1420011268377824e-05,-0.001959850175539124,-0.04840275039181219,33,0.6666666666666666,319,0.06896551724137931,24,0.5833333333333334,12,0.5,2025-08-29T08:00:00+00:00,2026-07-13T19:00:00+00:00
d9543227804c56,oos,stress,36,0.6666666666666666,0.692198038913687,-0.0012214200112683775,-0.04418558015459484,-0.06255278590057856,33,0.6666666666666666,319,0.06896551724137931,24,0.5833333333333334,12,0.4166666666666667,2025-08-29T08:00:00+00:00,2026-07-13T19:00:00+00:00
dd7ee8d88411b3,full,base,302,0.5,1.1134703500839753,0.0005213925202217703,0.14105833842924143,-0.17235727301505255,265,0.5018867924528302,2340,0.05683760683760684,192,0.5104166666666666,75,0.4666666666666667,2020-02-20T14:30:00+00:00,2026-07-17T16:30:00+00:00
dd7ee8d88411b3,pre,base,245,0.5020408163265306,1.1206022680105672,0.000567050528100344,0.12311634923429682,-0.17235727301505255,218,0.5045871559633027,1946,0.0565262076053443,157,0.5095541401273885,62,0.45161290322580644,2020-02-20T14:30:00+00:00,2025-06-18T17:45:00+00:00
dd7ee8d88411b3,oos,base,57,0.49122807017543857,1.0786191613178795,0.00032514318811211075,0.015975182987209013,-0.05643494188292919,47,0.48936170212765956,360,0.06388888888888888,35,0.5142857142857142,13,0.5384615384615384,2025-07-23T17:15:00+00:00,2026-07-17T16:30:00+00:00
dd7ee8d88411b3,oos,stress,57,0.45614035087719296,0.8167103056296406,-0.0008748568118878889,-0.05121809970706859,-0.08363588759149976,47,0.44680851063829785,360,0.058333333333333334,35,0.4,13,0.5384615384615384,2025-07-23T17:15:00+00:00,2026-07-17T16:30:00+00:00
ddb19fd0a68846,full,base,386,0.8290155440414507,0.9689363671497987,-0.0001740755596848085,-0.11950432001499978,-0.28632639525954817,268,0.7574626865671642,2368,0.08572635135135136,170,0.6588235294117647,75,0.5066666666666667,2020-01-23T23:00:00+00:00,2026-07-17T14:00:00+00:00
ddb19fd0a68846,pre,base,311,0.8263665594855305,0.9782235988489539,-0.00012737215352761618,-0.0890934833911301,-0.28632639525954817,217,0.7511520737327189,1978,0.08240647118301314,140,0.65,62,0.5161290322580645,2020-01-23T23:00:00+00:00,2025-06-22T15:00:00+00:00
ddb19fd0a68846,oos,base,75,0.84,0.919827619970523,-0.0003677390172166331,-0.033385244335591646,-0.10593064741505909,51,0.7843137254901961,360,0.1111111111111111,30,0.7,13,0.46153846153846156,2025-07-23T21:00:00+00:00,2026-07-17T14:00:00+00:00
ddb19fd0a68846,oos,stress,75,0.84,0.671942487662286,-0.0015677390172166327,-0.11667130698735961,-0.17019010437351345,51,0.7843137254901961,360,0.1111111111111111,30,0.7,13,0.46153846153846156,2025-07-23T21:00:00+00:00,2026-07-17T14:00:00+00:00
e6da9b503cc726,full,base,412,0.6529126213592233,0.8224962685180546,-0.0005123776924919509,-0.19700243921207605,-0.21505544647349772,347,0.6195965417867435,2390,0.0899581589958159,213,0.5305164319248826,76,0.4605263157894737,2020-01-03T17:45:00+00:00,2026-07-19T14:55:00+00:00
e6da9b503cc726,pre,base,366,0.6475409836065574,0.8099283536466885,-0.0005672987563558577,-0.19375039788612913,-0.21505544647349772,306,0.6111111111111112,2024,0.09239130434782608,189,0.5238095238095238,65,0.4461538461538462,2020-01-03T17:45:00+00:00,2025-07-18T18:20:00+00:00
e6da9b503cc726,oos,base,46,0.6956521739130435,0.9642018651037826,-7.539705392260581e-05,-0.0040335416196433105,-0.02803410299664455,41,0.6829268292682927,358,0.0782122905027933,24,0.5833333333333334,12,0.5833333333333334,2025-07-27T05:05:00+00:00,2026-07-19T14:55:00+00:00
e6da9b503cc726,oos,stress,46,0.5869565217391305,0.49297068040630876,-0.0012753970539226055,-0.05755752118246882,-0.06552081023735645,41,0.5609756097560976,358,0.06424581005586592,24,0.375,12,0.4166666666666667,2025-07-27T05:05:00+00:00,2026-07-19T14:55:00+00:00
e81496e0c4a377,full,base,439,0.48519362186788156,1.2040252315967952,0.00121464962935206,0.6074740301707273,-0.15546371650932134,371,0.48517520215633425,2378,0.07569386038687972,217,0.47465437788018433,77,0.5454545454545454,2020-01-11T22:00:00+00:00,2026-07-15T19:00:00+00:00
e81496e0c4a377,pre,base,391,0.4936061381074169,1.2111805926880888,0.0012889510390003335,0.5671898407202978,-0.15546371650932134,326,0.5,2016,0.08085317460317461,188,0.4734042553191489,65,0.5538461538461539,2020-01-11T22:00:00+00:00,2025-07-18T08:00:00+00:00
e81496e0c4a377,oos,base,48,0.4166666666666667,1.1288221497491517,0.0006094027299254993,0.025704728555358214,-0.05453056184392624,45,0.37777777777777777,361,0.04709141274238227,30,0.4666666666666667,13,0.46153846153846156,2025-07-20T18:00:00+00:00,2026-07-15T19:00:00+00:00
e81496e0c4a377,oos,stress,48,0.375,0.892124965331214,-0.0005905972700745004,-0.03171498760935487,-0.066999774630214,45,0.35555555555555557,361,0.0443213296398892,30,0.4,13,0.38461538461538464,2025-07-20T18:00:00+00:00,2026-07-15T19:00:00+00:00
fb584438b4e117,full,base,152,0.6381578947368421,0.9726827964675147,-0.0001544027411233718,-0.03703829756159427,-0.12271451073393103,139,0.6187050359712231,2359,0.03645612547689699,109,0.5963302752293578,69,0.5362318840579711,2020-01-27T12:00:00+00:00,2026-07-12T07:00:00+00:00
fb584438b4e117,pre,base,131,0.6259541984732825,0.9610152447131453,-0.00023113041604156802,-0.04263137415822127,-0.12041404809539213,120,0.6083333333333333,1993,0.03662819869543402,94,0.5957446808510638,60,0.55,2020-01-27T12:00:00+00:00,2025-07-11T18:00:00+00:00
fb584438b4e117,oos,base,21,0.7142857142857143,1.082559616530664,0.000324231802413948,0.005842134832556356,-0.030924878821814272,19,0.6842105263157895,342,0.038011695906432746,15,0.6,9,0.4444444444444444,2025-08-05T11:00:00+00:00,2026-07-12T07:00:00+00:00
fb584438b4e117,oos,stress,21,0.6666666666666666,0.7969897286380707,-0.0008757681975860517,-0.019197523216939127,-0.0390727906889915,19,0.631578947368421,342,0.03508771929824561,15,0.6,9,0.4444444444444444,2025-08-05T11:00:00+00:00,2026-07-12T07:00:00+00:00
