candidate_id,symbol,timeframe,strategy,side,stop_atr,target_atr,max_hours,data_start,data_end,holdout_start,full_trades,full_win_rate,full_profit_factor,full_mean_bps,full_median_bps,full_total_return,full_max_drawdown,full_daily_sharpe,full_positive_week_rate,full_active_weeks,full_positive_month_rate,full_active_months,is_trades,is_win_rate,is_profit_factor,is_mean_bps,is_median_bps,is_total_return,is_max_drawdown,is_daily_sharpe,is_positive_week_rate,is_active_weeks,is_positive_month_rate,is_active_months,oos_trades,oos_win_rate,oos_profit_factor,oos_mean_bps,oos_median_bps,oos_total_return,oos_max_drawdown,oos_daily_sharpe,oos_positive_week_rate,oos_active_weeks,oos_positive_month_rate,oos_active_months,stress_trades,stress_win_rate,stress_profit_factor,stress_mean_bps,stress_median_bps,stress_total_return,stress_max_drawdown,stress_daily_sharpe,stress_positive_week_rate,stress_active_weeks,stress_positive_month_rate,stress_active_months,gate_trade_count,gate_pf,gate_expectancy,gate_stress,gate_months,gate_drawdown,gates_passed,baseline_pass
ETHUSDT_5m_EMA_ADX_PULLBACK_LONG,ETHUSDT,5m,EMA_ADX_PULLBACK,LONG,1.5,2.5,8.0,2020-01-01T00:00:00+00:00,2026-07-19T23:55:00+00:00,2025-07-19T23:55:00+00:00,8169,0.37421961072346677,0.664422018339328,-12.159343837095099,-37.534340105711756,-0.9999603076782105,-0.9999617689848573,-6.636781928406302,0.14327485380116958,342,0.0,79,6924,0.3747833622183709,0.6695003267464182,-12.330339882325598,-38.31839875774758,-0.9998366820423551,-0.9998439689834603,-6.564746418389817,0.15517241379310345,290,0.0,67,1245,0.3710843373493976,0.6296012554348965,-11.208358602415592,-34.60613761658758,-0.7569629062116183,-0.7648682957355645,-7.224476344619035,0.09433962264150944,53,0.0,13,8169,0.3612437262822867,0.4485327216493471,-24.159343837095093,-49.534340105711756,-0.9999999978449605,-0.9999999978761519,-12.930024139296389,0.03216374269005848,342,0.0,79,True,False,False,False,False,False,1,False
BTCUSDT_30m_EMA_ADX_PULLBACK_LONG,BTCUSDT,30m,EMA_ADX_PULLBACK,LONG,1.5,2.5,8.0,2020-01-01T00:00:00+00:00,2026-07-19T23:30:00+00:00,2025-07-19T23:55:00+00:00,1640,0.3926829268292683,0.78308176084822,-11.402698023216029,-44.30774044051421,-0.8614535718377117,-0.8710765576439967,-1.6257024433237026,0.33035714285714285,336,0.24050632911392406,79,1397,0.39799570508231924,0.8055794087645549,-10.520747600829795,-44.76174193488801,-0.7916717354661367,-0.80850628288563,-1.444029143181383,0.3531468531468531,286,0.26865671641791045,67,243,0.36213991769547327,0.6228344421686618,-16.473005595535238,-42.64250207526209,-0.3349609642633582,-0.3517918662274492,-3.2689334308386235,0.2,50,0.07692307692307693,13,1640,0.3676829268292683,0.6100715031414887,-23.402698023216033,-56.3077404405142,-0.9807112650182281,-0.9816349597680721,-3.2779646719939675,0.24404761904761904,336,0.13924050632911392,79,True,False,False,False,False,False,1,False
BTCUSDT_5m_DONCHIAN_BREAKOUT_SHORT,BTCUSDT,5m,DONCHIAN_BREAKOUT,SHORT,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:55:00+00:00,2025-07-19T23:55:00+00:00,9652,0.3111272275176129,0.5834948528754975,-14.49188033234944,-32.987782866934644,-0.9999993322453131,-0.9999993324952055,-8.405437379275513,0.06725146198830409,342,0.0,79,8067,0.30482211478864507,0.5788555537025118,-15.451934089815119,-34.62554179194731,-0.9999968847007845,-0.9999968904806856,-8.523243909347483,0.06206896551724138,290,0.0,67,1585,0.34321766561514194,0.6179520753776717,-9.605600419746525,-27.348047560557184,-0.7856531136688927,-0.7862360768544955,-7.987850504107683,0.09433962264150944,53,0.0,13,9652,0.2944467467882304,0.3858876914649159,-26.491880332349442,-44.987782866934644,-0.9999999999939203,-0.9999999999939004,-14.819359782477802,0.014619883040935672,342,0.0,79,True,False,False,False,False,False,1,False
ETHUSDT_15m_SWEEP_RECLAIM_LONG,ETHUSDT,15m,SWEEP_RECLAIM,LONG,1.2,2.0,6.0,2020-01-01T00:00:00+00:00,2026-07-19T23:45:00+00:00,2025-07-19T23:55:00+00:00,4091,0.3539476900513322,0.7083798315095936,-15.70154008682693,-52.42419866795543,-0.9987543394431992,-0.9988647832889778,-3.538452799293027,0.2543859649122807,342,0.11392405063291139,79,3476,0.35615650172612195,0.7235098670011931,-15.17034375013533,-52.22680090926212,-0.9959724636562918,-0.9965258651349702,-3.3428204778505313,0.27586206896551724,290,0.13432835820895522,67,615,0.34146341463414637,0.610727558539226,-18.70387905648545,-53.45670048142369,-0.6907140121164451,-0.7034185340881477,-4.911956935549911,0.1509433962264151,53,0.0,13,4091,0.3456367636274749,0.5505991338499934,-27.701540086826924,-64.42419866795542,-0.999990912296742,-0.9999914666005211,-5.9938937587613035,0.15497076023391812,342,0.05063291139240506,79,True,False,False,False,False,False,1,False
BTCUSDT_15m_SQUEEZE_BREAKOUT_LONG,BTCUSDT,15m,SQUEEZE_BREAKOUT,LONG,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:45:00+00:00,2025-07-19T23:55:00+00:00,1325,0.33433962264150946,0.6980510890577831,-13.180572726221628,-43.88623818058622,-0.8341593762871231,-0.8439571229753938,-2.148692472465003,0.3333333333333333,336,0.21518987341772153,79,1141,0.33216476774758985,0.7090096709864017,-13.17548410271487,-45.40791092682716,-0.7878114059268514,-0.8007819897071123,-2.0855689051994952,0.3472222222222222,288,0.22388059701492538,67,184,0.34782608695652173,0.6063848953394193,-13.212127723076033,-35.66526509491341,-0.21842818914335282,-0.2164241054497663,-2.868341380400002,0.24489795918367346,49,0.15384615384615385,13,1325,0.32452830188679244,0.512790899175265,-25.180572726221623,-55.88623818058622,-0.9662880141621806,-0.9667745188227318,-3.9952429842757247,0.21726190476190477,336,0.05063291139240506,79,True,False,False,False,False,False,1,False
BTCUSDT_15m_DONCHIAN_BREAKOUT_LONG,BTCUSDT,15m,DONCHIAN_BREAKOUT,LONG,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:45:00+00:00,2025-07-19T23:55:00+00:00,3137,0.3436404207841887,0.7439264554912045,-12.584035693862953,-48.25128604393357,-0.98353078380501,-0.9846600657060081,-2.8368955087156134,0.30409356725146197,342,0.22784810126582278,79,2647,0.3490744238760861,0.7637698832608963,-12.032196256400997,-50.20274210418084,-0.9642503160461063,-0.9664342479364197,-2.588813240726116,0.32413793103448274,290,0.23880597014925373,67,490,0.3142857142857143,0.605568557900782,-15.565094859091104,-41.54182873952493,-0.5393185512848094,-0.5453215367153059,-5.064219415063555,0.18867924528301888,53,0.15384615384615385,13,3137,0.3369461268728084,0.5691145411801967,-24.58403569386295,-60.25128604393357,-0.9996210273744124,-0.9996381915407466,-5.525370469310803,0.19005847953216373,342,0.0379746835443038,79,True,False,False,False,False,False,1,False
BTCUSDT_30m_SWEEP_RECLAIM_SHORT,BTCUSDT,30m,SWEEP_RECLAIM,SHORT,1.2,2.0,6.0,2020-01-01T00:00:00+00:00,2026-07-19T23:30:00+00:00,2025-07-19T23:55:00+00:00,2113,0.3899668717463322,0.7170131740243986,-13.317387813385686,-43.55441764190593,-0.9457166517369731,-0.9460637042755871,-2.3736855475471366,0.3519061583577713,341,0.25316455696202533,79,1818,0.3932893289328933,0.7317189975106192,-12.987522453770506,-44.708906801186544,-0.914010085425349,-0.9147615752589896,-2.245642615245828,0.36678200692041524,289,0.26865671641791045,67,295,0.3694915254237288,0.6037636520332732,-15.350252978742972,-40.881854564892784,-0.3687242447961552,-0.39627880118807723,-3.7070410878295093,0.2830188679245283,53,0.15384615384615385,13,2113,0.3677236157122575,0.5357104128573642,-25.317387813385686,-55.55441764190592,-0.9957220477662387,-0.9957396332814191,-4.340907368188863,0.2287390029325513,341,0.08860759493670886,79,True,False,False,False,False,False,1,False
ETHUSDT_30m_SWEEP_RECLAIM_SHORT,ETHUSDT,30m,SWEEP_RECLAIM,SHORT,1.2,2.0,6.0,2020-01-01T00:00:00+00:00,2026-07-19T23:30:00+00:00,2025-07-19T23:55:00+00:00,2018,0.3691774033696729,0.7424911582734876,-15.745929021374687,-61.554684663268844,-0.9643597317396828,-0.9648867512731149,-2.1545744953591304,0.34210526315789475,342,0.24050632911392406,79,1768,0.3721719457013575,0.7605281251107195,-14.847367040620018,-61.62798558966752,-0.9373367196309011,-0.9418378173972237,-2.012990443876092,0.3482758620689655,290,0.2537313432835821,67,250,0.348,0.5989914304827404,-22.100559349271702,-61.005290555780284,-0.4312415811877529,-0.42602037296582185,-3.4358652970187804,0.3018867924528302,53,0.15384615384615385,13,2018,0.354806739345887,0.5967140358681733,-27.74592902137468,-73.55468466326884,-0.9968536971618884,-0.9968514274457124,-3.690400637313993,0.26608187134502925,342,0.11392405063291139,79,True,False,False,False,False,False,1,False
BTCUSDT_60m_EMA_ADX_PULLBACK_LONG,BTCUSDT,60m,EMA_ADX_PULLBACK,LONG,1.5,2.5,8.0,2020-01-01T00:00:00+00:00,2026-07-19T23:00:00+00:00,2025-07-19T23:55:00+00:00,931,0.42320085929108486,0.7535434083060378,-15.229925783938633,-22.99477011767391,-0.7781512265186521,-0.7941400833078631,-1.3332432562677756,0.34576271186440677,295,0.35443037974683544,79,794,0.4256926952141058,0.7771904761386325,-14.11703204941658,-22.689474967832783,-0.6994690165347769,-0.7159263132347766,-1.1897797985425524,0.35177865612648224,253,0.373134328358209,67,137,0.40875912408759124,0.5888784788704311,-21.67983545700806,-33.78764763587692,-0.2618106428716367,-0.29038603036141086,-2.6519093184301146,0.30952380952380953,42,0.3076923076923077,13,931,0.37593984962406013,0.6054115526382913,-27.22992578393863,-34.99477011767391,-0.9275997050437372,-0.9304432225242751,-2.3450660277546995,0.288135593220339,295,0.21518987341772153,79,True,False,False,False,False,False,1,False
BTCUSDT_15m_EMA_ADX_PULLBACK_LONG,BTCUSDT,15m,EMA_ADX_PULLBACK,LONG,1.5,2.5,8.0,2020-01-01T00:00:00+00:00,2026-07-19T23:45:00+00:00,2025-07-19T23:55:00+00:00,2947,0.37699355276552426,0.7274806609990134,-11.933335729579786,-42.522531229413396,-0.9736155286709046,-0.9759799590336811,-2.930602824628421,0.26608187134502925,342,0.11392405063291139,79,2520,0.37857142857142856,0.7456480400808514,-11.536381014617676,-43.93610640832511,-0.9510717579198009,-0.9561172327828366,-2.7254883297688246,0.2689655172413793,290,0.13432835820895522,67,427,0.36768149882903983,0.5866927602781001,-14.276019293290595,-37.31134032144393,-0.4607517007079871,-0.45852268681446107,-5.047936180940196,0.24528301886792453,53,0.0,13,2947,0.3640990838140482,0.5337494946573382,-23.933335729579785,-54.52253122941339,-0.9992368168471664,-0.9992815329187372,-5.765463189279761,0.14327485380116958,342,0.012658227848101266,79,True,False,False,False,False,False,1,False
ETHUSDT_5m_SWEEP_RECLAIM_LONG,ETHUSDT,5m,SWEEP_RECLAIM,LONG,1.2,2.0,6.0,2020-01-01T00:00:00+00:00,2026-07-19T23:55:00+00:00,2025-07-19T23:55:00+00:00,10705,0.35815039701074264,0.6233571192085898,-12.804002023754851,-33.550901874257676,-0.9999991497028349,-0.999999153197213,-7.246234604454724,0.10526315789473684,342,0.012658227848101266,79,9081,0.35601805968505673,0.6301996525703031,-12.90527960758698,-33.89253911004663,-0.9999936561631151,-0.999993676654401,-7.006596856230883,0.1103448275862069,290,0.014925373134328358,67,1624,0.37007389162561577,0.5772284142858612,-12.237683219087634,-31.515812518625104,-0.8659648442252129,-0.8695283219073376,-9.661819598331029,0.09433962264150944,53,0.0,13,10705,0.3310602522185894,0.40696823741848565,-24.804002023754848,-45.55090187425767,-0.9999999999978131,-0.9999999999978069,-12.973777997956997,0.023391812865497075,342,0.0,79,True,False,False,False,False,False,1,False
BTCUSDT_30m_SQUEEZE_BREAKOUT_SHORT,BTCUSDT,30m,SQUEEZE_BREAKOUT,SHORT,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:30:00+00:00,2025-07-19T23:55:00+00:00,618,0.3365695792880259,0.8124976851134853,-11.55235561258589,-61.63885460659617,-0.536802313564197,-0.5502948430354542,-0.8280335510723771,0.39730639730639733,297,0.3670886075949367,79,531,0.3389830508474576,0.843406388524392,-9.932379906796413,-63.527687163943014,-0.4399374760915329,-0.4773027120963229,-0.6884978052170139,0.39920948616600793,253,0.3880597014925373,67,87,0.3218390804597701,0.5756872680953555,-21.43979354102511,-60.58044488174034,-0.17295361381561558,-0.20163738962445799,-2.234119337155659,0.38636363636363635,44,0.23076923076923078,13,618,0.33171521035598706,0.6616194888249528,-23.552355612585885,-73.63885460659617,-0.7796719630252031,-0.7837733028202593,-1.6677641018038531,0.36363636363636365,297,0.26582278481012656,79,True,False,False,False,False,False,1,False
BTCUSDT_30m_SWEEP_RECLAIM_LONG,BTCUSDT,30m,SWEEP_RECLAIM,LONG,1.2,2.0,6.0,2020-01-01T00:00:00+00:00,2026-07-19T23:30:00+00:00,2025-07-19T23:55:00+00:00,2307,0.3636757693974859,0.675983510195873,-17.544399039489548,-51.65721236438346,-0.985070336990255,-0.987497064152744,-2.851305080082929,0.2807017543859649,342,0.17721518987341772,79,1973,0.36543335022807905,0.6901102526512516,-17.26127669000135,-52.21882534921528,-0.9713263216496272,-0.9751751370792611,-2.719443420515477,0.2827586206896552,290,0.19402985074626866,67,334,0.3532934131736527,0.5726033672815579,-19.21685531356206,-50.154860570498435,-0.479325155729423,-0.5002219404532946,-4.050119550953198,0.2641509433962264,53,0.07692307692307693,13,2307,0.34373645426961424,0.5227845144551658,-29.544399039489544,-63.65721236438346,-0.999069422796247,-0.9991100666896264,-4.642678418803824,0.1783625730994152,342,0.05063291139240506,79,True,False,False,False,False,False,1,False
ETHUSDT_60m_EMA_ADX_PULLBACK_LONG,ETHUSDT,60m,EMA_ADX_PULLBACK,LONG,1.5,2.5,8.0,2020-01-01T00:00:00+00:00,2026-07-19T23:00:00+00:00,2025-07-19T23:55:00+00:00,909,0.40484048404840484,0.7808751840164863,-17.66368464734439,-47.390836208297415,-0.8265001563413221,-0.850968676505188,-1.1686021155283914,0.3958333333333333,288,0.3037974683544304,79,776,0.40463917525773196,0.813637221000899,-15.208374753762836,-45.29971955096539,-0.7312926639912942,-0.7706200711049314,-0.9677467663448988,0.39271255060728744,247,0.34328358208955223,67,133,0.40601503759398494,0.5723233484374483,-31.989402522677373,-70.04236536949517,-0.35431668433102714,-0.36563690618089306,-3.008067425684756,0.4146341463414634,41,0.15384615384615385,13,909,0.37513751375137516,0.6627023542519314,-29.66368464734438,-59.390836208297415,-0.9418838996044036,-0.9490596387088253,-1.942050025520926,0.3472222222222222,288,0.21518987341772153,79,True,False,False,False,False,False,1,False
BTCUSDT_15m_SQUEEZE_BREAKOUT_SHORT,BTCUSDT,15m,SQUEEZE_BREAKOUT,SHORT,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:45:00+00:00,2025-07-19T23:55:00+00:00,1214,0.313838550247117,0.6655138767720865,-15.30333958023417,-46.15989271779176,-0.8515200050909616,-0.8520782251262564,-2.3308760991836674,0.3044776119402985,335,0.1518987341772152,79,1019,0.3150147203140334,0.6797242855339465,-15.260537055783573,-48.422663838697744,-0.7982881422839465,-0.8058794823845298,-2.189305170521639,0.3076923076923077,286,0.16417910447761194,67,195,0.3076923076923077,0.5667957745369353,-15.527010208004185,-37.55361672934131,-0.26390051338453646,-0.26863364130876755,-3.889473810941092,0.2857142857142857,49,0.07692307692307693,13,1214,0.30971993410214166,0.4945306127729819,-27.303339580234162,-58.15989271779176,-0.9655184417940824,-0.9656069609335689,-4.034458608321709,0.19402985074626866,335,0.10126582278481013,79,True,False,False,False,False,False,1,False
BTCUSDT_15m_SWEEP_RECLAIM_SHORT,BTCUSDT,15m,SWEEP_RECLAIM,SHORT,1.2,2.0,6.0,2020-01-01T00:00:00+00:00,2026-07-19T23:45:00+00:00,2025-07-19T23:55:00+00:00,4129,0.359893436667474,0.6527813488335955,-13.485592626500413,-38.406869499435714,-0.9966346147895094,-0.9966840543938292,-4.232423707895291,0.26608187134502925,342,0.0759493670886076,79,3570,0.35938375350140056,0.6632370907371512,-13.488831815710132,-39.14999767308823,-0.9927973736778655,-0.99291174050528,-4.148230183772035,0.2689655172413793,290,0.08955223880597014,67,559,0.3631484794275492,0.5667154195910921,-13.464905854624373,-34.78804837373638,-0.5327558226714725,-0.5403507829260924,-5.134891067219644,0.2641509433962264,53,0.0,13,4129,0.3451198837490918,0.45325103404351014,-25.485592626500402,-50.40686949943571,-0.9999765110705449,-0.9999766425730148,-7.5299930219498385,0.1023391812865497,342,0.0,79,True,False,False,False,False,False,1,False
