candidate_id,symbol,timeframe,strategy,side,stop_atr,target_atr,max_hours,data_start,data_end,holdout_start,full_trades,full_win_rate,full_profit_factor,full_mean_bps,full_median_bps,full_total_return,full_max_drawdown,full_daily_sharpe,full_positive_week_rate,full_active_weeks,full_positive_month_rate,full_active_months,is_trades,is_win_rate,is_profit_factor,is_mean_bps,is_median_bps,is_total_return,is_max_drawdown,is_daily_sharpe,is_positive_week_rate,is_active_weeks,is_positive_month_rate,is_active_months,oos_trades,oos_win_rate,oos_profit_factor,oos_mean_bps,oos_median_bps,oos_total_return,oos_max_drawdown,oos_daily_sharpe,oos_positive_week_rate,oos_active_weeks,oos_positive_month_rate,oos_active_months,stress_trades,stress_win_rate,stress_profit_factor,stress_mean_bps,stress_median_bps,stress_total_return,stress_max_drawdown,stress_daily_sharpe,stress_positive_week_rate,stress_active_weeks,stress_positive_month_rate,stress_active_months,gate_trade_count,gate_pf,gate_expectancy,gate_stress,gate_months,gate_drawdown,gates_passed,baseline_pass
BTCUSDT_5m_RANGE_BB_RSI_LONG,BTCUSDT,5m,RANGE_BB_RSI,LONG,1.2,1.2,4.0,2020-01-01T00:00:00+00:00,2026-07-19T23:55:00+00:00,2025-07-19T23:55:00+00:00,456,0.4276315789473684,0.3939891729754231,-10.998105612057202,-5.619276307299514,-0.39579799557663187,-0.39894552586034715,-2.786464965638752,0.3291139240506329,237,0.13924050632911392,79,379,0.43535620052770446,0.4114081701820723,-11.099122087508757,-5.256498230620454,-0.34477907838304156,-0.34743308730959965,-2.6649043659095146,0.3417085427135678,199,0.16417910447761194,67,77,0.38961038961038963,0.28370546194682195,-10.500894648470984,-6.6207855434199265,-0.07786521386967515,-0.07713335557310019,-3.9407998072190704,0.2631578947368421,38,0.0,12,456,0.21271929824561403,0.12839044752871476,-22.9981056120572,-17.61927630729951,-0.6507556399878728,-0.6502194142897523,-4.9512265035677565,0.17721518987341772,237,0.05063291139240506,79,True,False,False,False,False,True,2,False
ETHUSDT_15m_RANGE_BB_RSI_SHORT,ETHUSDT,15m,RANGE_BB_RSI,SHORT,1.2,1.2,4.0,2020-01-01T00:00:00+00:00,2026-07-19T23:45:00+00:00,2025-07-19T23:55:00+00:00,213,0.47417840375586856,0.5948919473084243,-17.055258362097913,-39.617901908658645,-0.3089002946138343,-0.327525081531714,-1.3046845441060995,0.42948717948717946,156,0.33783783783783783,74,182,0.46153846153846156,0.5607724581059829,-19.815104105325062,-45.254886951035175,-0.3067559795300555,-0.327525081531714,-1.4680869862718973,0.4198473282442748,131,0.3225806451612903,62,31,0.5483870967741935,0.9650860177341148,-0.8522930308933696,13.332935972540133,-0.0030931605905888393,-0.018568222982380922,-0.08832275190631872,0.48,25,0.38461538461538464,13,213,0.45539906103286387,0.4006735208403576,-29.05525836209791,-51.617901908658645,-0.4651003029397659,-0.46880106432869917,-2.1229087292872433,0.3974358974358974,156,0.25675675675675674,74,False,False,False,False,False,True,1,False
ETHUSDT_30m_EMA_ADX_PULLBACK_SHORT,ETHUSDT,30m,EMA_ADX_PULLBACK,SHORT,1.5,2.5,8.0,2020-01-01T00:00:00+00:00,2026-07-19T23:30:00+00:00,2025-07-19T23:55:00+00:00,1656,0.3828502415458937,0.8276245047281039,-13.411928747652125,-63.94268930854506,-0.917704228327372,-0.9433371605008763,-1.1812105865075742,0.37237237237237236,333,0.3291139240506329,79,1395,0.3813620071684588,0.8094727942806301,-15.441024050583247,-66.61882366365677,-0.9097667072694651,-0.9308339242721104,-1.315494864017018,0.3710247349823322,283,0.29850746268656714,67,261,0.39080459770114945,0.9575770837909903,-2.5667641975030198,-56.540927566955034,-0.0879666564048679,-0.22788257814646773,-0.28439907849648066,0.38,50,0.46153846153846156,13,1656,0.3665458937198068,0.7021299961458792,-25.411928747652116,-75.94268930854506,-0.988769917639978,-0.9910554678559681,-2.230334847321779,0.3213213213213213,333,0.1518987341772152,79,True,False,False,False,False,False,1,False
ETHUSDT_15m_DONCHIAN_BREAKOUT_SHORT,ETHUSDT,15m,DONCHIAN_BREAKOUT,SHORT,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:45:00+00:00,2025-07-19T23:55:00+00:00,3125,0.336,0.8204199803118264,-12.6664269938673,-67.71068880040997,-0.9871078899620789,-0.9873079923860772,-1.7142319689103256,0.3128654970760234,342,0.24050632911392406,79,2612,0.3330781010719755,0.8131191674865095,-13.623846044890163,-69.61014368892309,-0.9800130802923186,-0.980293795964777,-1.7522487262231392,0.30344827586206896,290,0.22388059701492538,67,513,0.3508771929824561,0.8667610224559403,-7.791614983591058,-60.66319973072963,-0.3549726407833387,-0.3804050017131895,-1.4990554672917895,0.36538461538461536,52,0.3076923076923077,13,3125,0.33504,0.6858092835266602,-24.666426993867294,-79.71068880040997,-0.9996992071465903,-0.9997020734146986,-3.344233284835624,0.2573099415204678,342,0.11392405063291139,79,True,False,False,False,False,False,1,False
BTCUSDT_30m_DONCHIAN_BREAKOUT_SHORT,BTCUSDT,30m,DONCHIAN_BREAKOUT,SHORT,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:30:00+00:00,2025-07-19T23:55:00+00:00,1578,0.3517110266159696,0.8021772585902096,-13.990897731319146,-66.82695994137046,-0.9099332053978114,-0.9211076380617391,-1.4597880301885413,0.36904761904761907,336,0.25316455696202533,79,1299,0.34565050038491146,0.7928689304406041,-15.514723799764024,-71.58723650206987,-0.8888808767437765,-0.9021072043014466,-1.5335713007411738,0.3626760563380282,284,0.2537313432835821,67,279,0.37992831541218636,0.8654935363417562,-6.896094638452126,-55.32578782392904,-0.18945729625216345,-0.22975121942921017,-0.985976981350152,0.39622641509433965,53,0.23076923076923078,13,1578,0.34220532319391633,0.6691732441528586,-25.99089773131914,-78.82695994137046,-0.9865000623963165,-0.9874450092314315,-2.699252439311454,0.2767857142857143,336,0.12658227848101267,79,True,False,False,False,False,False,1,False
BTCUSDT_60m_SQUEEZE_BREAKOUT_LONG,BTCUSDT,60m,SQUEEZE_BREAKOUT,LONG,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:00:00+00:00,2025-07-19T23:55:00+00:00,307,0.38762214983713356,0.8819198748721725,-7.982343140425165,-60.69045480008438,-0.24548933746834511,-0.4240497815949137,-0.3532222504385466,0.413953488372093,215,0.4025974025974026,77,261,0.3831417624521073,0.8835868173003787,-8.446850758441542,-65.31778288335943,-0.22532509297778947,-0.4042612772713787,-0.35340654899918356,0.4088397790055249,181,0.38461538461538464,65,46,0.41304347826086957,0.8645322359359002,-5.346767307767032,-23.6360248427647,-0.026029298622909258,-0.058301986429184494,-0.41629335529367895,0.42857142857142855,35,0.46153846153846156,13,307,0.3713355048859935,0.7338348535879096,-19.98234314042516,-72.69045480008438,-0.4783139736272982,-0.5531614616170896,-0.8786080729495109,0.386046511627907,215,0.36363636363636365,77,False,False,False,False,False,True,1,False
ETHUSDT_15m_EMA_ADX_PULLBACK_SHORT,ETHUSDT,15m,EMA_ADX_PULLBACK,SHORT,1.5,2.5,8.0,2020-01-01T00:00:00+00:00,2026-07-19T23:45:00+00:00,2025-07-19T23:55:00+00:00,3077,0.3873903152421189,0.8290163518316798,-10.41216093402011,-55.61715998298677,-0.9699471085383405,-0.9728745187958465,-1.6275093584625635,0.3333333333333333,342,0.22784810126582278,79,2587,0.3865481252415926,0.8258730603716031,-10.914136903408053,-56.17743403480445,-0.9547460556062577,-0.9578914330509068,-1.6484957371180107,0.3310344827586207,290,0.19402985074626866,67,490,0.39183673469387753,0.8492221538515679,-7.7619327038025245,-53.51136784063869,-0.3359055908988313,-0.4312307931784447,-1.5148692192389606,0.34615384615384615,52,0.38461538461538464,13,3077,0.37959051023724405,0.6718728674146917,-22.412160934020104,-67.61715998298676,-0.9992563837508407,-0.9992606019370303,-3.5116538149174805,0.20760233918128654,342,0.08860759493670886,79,True,False,False,False,False,False,1,False
ETHUSDT_60m_DONCHIAN_BREAKOUT_LONG,ETHUSDT,60m,DONCHIAN_BREAKOUT,LONG,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:00:00+00:00,2025-07-19T23:55:00+00:00,973,0.4028776978417266,0.9135696876033743,-7.925495511390056,-76.29321072045524,-0.6259847881280136,-0.7353905932397014,-0.4651547859099124,0.4227129337539432,317,0.3670886075949367,79,846,0.4078014184397163,0.9230562568100019,-7.213250450043894,-76.32302232042946,-0.5530857070201411,-0.7154692677043373,-0.41817320336199304,0.43703703703703706,270,0.3880597014925373,67,127,0.3700787401574803,0.837665486261012,-12.6700571011448,-74.94440160885539,-0.16311646830941318,-0.24659808966928243,-0.8503435581786873,0.3333333333333333,48,0.3076923076923077,13,973,0.3874614594039055,0.7986143966403646,-19.925495511390054,-88.29321072045524,-0.883887378431784,-0.8966423946105487,-1.1741984651637882,0.3501577287066246,317,0.3037974683544304,79,True,False,False,False,False,False,1,False
ETHUSDT_30m_DONCHIAN_BREAKOUT_SHORT,ETHUSDT,30m,DONCHIAN_BREAKOUT,SHORT,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:30:00+00:00,2025-07-19T23:55:00+00:00,1611,0.35257603972687773,0.8740510268775019,-11.540849127189079,-86.90992992650968,-0.8921554205787954,-0.9142622166005939,-0.8100259892773414,0.39589442815249265,341,0.43037974683544306,79,1338,0.35276532137518685,0.8805340604899007,-11.28468440578693,-87.51708198105567,-0.8412852431652961,-0.9142622166005939,-0.7468573206975608,0.3944636678200692,289,0.44776119402985076,67,273,0.3516483516483517,0.8354580824568837,-12.796337761753458,-84.64158379236329,-0.32051321772479435,-0.3097221166388864,-1.3429390318138033,0.40384615384615385,52,0.38461538461538464,13,1611,0.3469894475481068,0.7632459052483612,-23.540849127189077,-98.90992992650968,-0.984463094461614,-0.9854537407499745,-1.652761911018151,0.34017595307917886,341,0.27848101265822783,79,True,False,False,False,False,False,1,False
BTCUSDT_60m_DONCHIAN_BREAKOUT_SHORT,BTCUSDT,60m,DONCHIAN_BREAKOUT,SHORT,1.5,3.0,12.0,2020-01-01T00:00:00+00:00,2026-07-19T23:00:00+00:00,2025-07-19T23:55:00+00:00,822,0.3722627737226277,0.9198615634142677,-6.625789780388027,-71.17155069981655,-0.5192558926098616,-0.6697175064004428,-0.3317139350767329,0.3980263157894737,304,0.3670886075949367,79,663,0.3755656108597285,0.9399672112543004,-5.218706323968468,-71.93650276607588,-0.40423433118915164,-0.5961712230295293,-0.2374296367345642,0.40784313725490196,255,0.3880597014925373,67,159,0.3584905660377358,0.8076534190795072,-12.493062306212996,-66.6366947325635,-0.19306510502744112,-0.2250464400120793,-1.1844062830151911,0.34,50,0.3076923076923077,13,822,0.3588807785888078,0.793768263739322,-18.625789780388022,-83.17155069981655,-0.8210254759273565,-0.8738016158927786,-0.9320089413102064,0.34539473684210525,304,0.24050632911392406,79,True,False,False,False,False,False,1,False
