time,open,high,low,close,volume
2026-07-20 11:00:00,1910.4,1910.8,1907.8,1908.1,4765
2026-07-20 11:05:00,1908.3,1910.8,1906.6,1909.8,5204
2026-07-20 11:10:00,1909.8,1909.8,1906.5,1906.6,3064
2026-07-20 11:15:00,1906.5,1909.0,1905.4,1906.9,3785
2026-07-20 11:20:00,1906.6,1906.9,1904.5,1905.2,3146
2026-07-20 11:25:00,1905.3,1907.5,1904.5,1905.7,2340
2026-07-20 13:00:00,1906.2,1907.0,1901.3,1906.9,6253
2026-07-20 13:05:00,1906.7,1910.0,1905.3,1909.0,4669
2026-07-20 13:10:00,1908.6,1909.1,1904.6,1905.1,3211
2026-07-20 13:15:00,1905.2,1905.5,1902.3,1904.3,4945
2026-07-20 13:20:00,1903.6,1905.0,1899.1,1901.8,6317
2026-07-20 13:25:00,1901.5,1903.0,1895.4,1896.3,7371
2026-07-20 13:30:00,1896.0,1900.0,1894.5,1896.9,6510
2026-07-20 13:35:00,1897.0,1898.8,1896.0,1896.4,3198
2026-07-20 13:40:00,1896.0,1897.9,1892.3,1897.7,5862
2026-07-20 13:45:00,1897.3,1904.5,1896.4,1902.1,7929
2026-07-20 13:50:00,1902.2,1908.7,1902.2,1907.6,8937
2026-07-20 13:55:00,1908.0,1910.5,1901.7,1903.3,9030
2026-07-20 14:00:00,1903.3,1903.9,1897.0,1900.2,6544
2026-07-20 14:05:00,1900.2,1900.6,1895.0,1895.7,5150
2026-07-20 14:10:00,1896.2,1898.6,1888.2,1888.8,12734
2026-07-20 14:15:00,1888.1,1891.0,1879.0,1881.4,13319
2026-07-20 14:20:00,1881.1,1886.9,1875.1,1882.2,10020
2026-07-20 14:25:00,1882.1,1890.5,1882.0,1889.0,8465
2026-07-20 14:45:00,1893.0,1893.0,1893.0,1893.0,6496
2026-07-21 09:00:00,1891.7,1891.9,1886.2,1887.6,7528
2026-07-21 09:05:00,1887.8,1890.0,1885.6,1886.0,4106
2026-07-21 09:10:00,1885.8,1888.0,1885.6,1887.7,2166
2026-07-21 09:15:00,1887.6,1894.9,1887.3,1891.6,9858
2026-07-21 09:20:00,1891.8,1892.7,1887.3,1888.4,4862
2026-07-21 09:25:00,1888.4,1895.5,1888.2,1894.2,6756
2026-07-21 09:30:00,1894.2,1897.8,1893.0,1897.6,5975
2026-07-21 09:35:00,1897.8,1898.8,1896.1,1898.5,5827
2026-07-21 09:40:00,1898.6,1899.7,1898.0,1898.8,3826
2026-07-21 09:45:00,1898.8,1901.1,1898.3,1899.8,4876
2026-07-21 09:50:00,1899.0,1899.7,1895.8,1896.5,4831
2026-07-21 09:55:00,1896.9,1897.4,1895.1,1897.0,2748
2026-07-21 10:00:00,1897.0,1898.1,1894.0,1895.4,5062
2026-07-21 10:05:00,1895.8,1907.0,1895.6,1906.9,9440
2026-07-21 10:10:00,1907.0,1907.9,1903.7,1903.9,5545
2026-07-21 10:15:00,1904.0,1905.2,1898.2,1898.8,6260
2026-07-21 10:20:00,1898.7,1899.8,1897.2,1898.2,3567
2026-07-21 10:25:00,1898.2,1899.3,1895.7,1896.2,2722
2026-07-21 10:30:00,1896.2,1897.0,1895.1,1896.1,2427
2026-07-21 10:35:00,1895.9,1896.7,1894.1,1894.3,2408
2026-07-21 10:40:00,1894.1,1896.0,1890.4,1892.3,6525
2026-07-21 10:45:00,1892.3,1892.9,1889.9,1891.2,4564
2026-07-21 10:50:00,1891.1,1895.7,1891.1,1894.5,4486
2026-07-21 10:55:00,1894.2,1894.4,1891.0,1891.2,2912
2026-07-21 11:00:00,1891.2,1894.6,1890.6,1894.0,3249
2026-07-21 11:05:00,1894.0,1894.4,1891.2,1891.4,1774
